Date,Open,High,Low,Close,Volume
2018-11-30,110.22,111.37,109.71,111.22,15396
2018-12-03,109.33,110.29,108.73,110.2,75152
2018-12-04,110.08,111.39,109.93,109.93,6567
2018-12-05,110.63,112.24,108.99,110.35,34152
2018-12-06,110.31,113.2,109.23,111.19,5596
2018-12-07,110.2,112.06,108.17,109.71,63919
2018-12-10,108.95,110.33,108.31,109.21,17016
2018-12-11,108.64,108.94,108.34,108.56,78321
2018-12-12,108.58,109.63,107.62,107.71,36004
2018-12-13,110.05,110.61,108.76,109.56,6481
2018-12-14,109.75,110.7,107.83,109.9,91548
2018-12-17,107.9,110.73,106.77,108.38,103906
2018-12-18,108.12,110.6,107.32,109.3,53225
2018-12-19,111.21,111.85,109.72,111.61,10284
2018-12-20,112.59,113.87,112.16,112.71,16219
2018-12-21,110.32,112.1,109.84,110.87,25474
2018-12-24,110.16,110.85,109.89,110.23,10897
2018-12-25,111.65,112.56,110.21,111.61,119652
2018-12-26,110.6,110.81,109.72,110.72,25446
2018-12-27,110.81,112.13,109.73,111.17,1475
2018-12-28,112.1,112.26,111.64,112.01,30926
2018-12-31,111.13,112.88,109.34,110.88,15550
2019-01-01,110.17,111.66,109.95,110.77,20436
2019-01-02,107.82,107.9,105.93,107.06,15235
2019-01-03,105.84,105.97,105.78,105.89,49367
2019-01-04,105.6,107.68,105.06,105.59,67486
2019-01-07,104.57,106.02,103.87,104.2,29232
2019-01-08,106.11,106.65,104.9,105.99,15688
2019-01-09,104.91,106.47,104.28,104.41,21134
2019-01-10,104.09,106.45,103.62,103.94,22462
2019-01-11,103.77,104.51,103.09,104.09,9873
2019-01-14,105.89,106.41,105.45,105.7,39297
2019-01-15,103.55,104.74,102.58,104.15,34893
2019-01-16,105.52,105.72,104.28,105.46,102789
2019-01-17,105.5,105.62,105.19,105.52,77292
2019-01-18,104.38,104.95,102.86,104.49,11095
2019-01-21,104.99,107.72,103.39,105.06,50026
2019-01-22,104.36,106.07,104.27,105.35,8510
2019-01-23,104.48,104.9,103.43,104.77,44175
2019-01-24,104.98,105.21,102.74,104.93,13139
2019-01-25,104.68,106.83,103.06,104.6,7916
2019-01-28,104.29,105.54,102.86,104.83,29145
2019-01-29,106.33,106.76,104.2,105.66,1518
2019-01-30,107.08,109.69,106.96,107.55,3823
2019-01-31,106.81,107.69,105.88,106.29,18444
2019-02-01,109.05,109.65,106.4,108.82,23919
2019-02-04,106.42,106.92,105.14,106.76,15224
2019-02-05,107.69,108.59,105.79,106.74,4539
2019-02-06,106.91,107.77,106.6,107.55,9721
2019-02-07,108.53,109.93,107.87,108.03,32572
2019-02-08,108.04,108.61,106.89,107.5,39410
2019-02-11,107.08,108.09,105.33,107.44,21672
2019-02-12,107.83,107.91,106.84,107.08,70040
2019-02-13,106.48,107.06,106.4,106.61,32774
2019-02-14,107.91,108.36,107.54,107.75,10431
2019-02-15,108.48,110.41,105.75,108.34,16638
2019-02-18,107.71,108.93,105.45,107.78,5416
2019-02-19,109.43,109.71,108.25,108.99,19768
2019-02-20,109.98,111.51,109.42,109.55,66976
2019-02-21,109.72,111.18,109.1,110.69,43708
2019-02-22,112.36,113.6,110.9,111.63,89501
2019-02-25,110.0,111.44,109.94,110.92,16270
2019-02-26,111.09,112.59,109.73,110.52,84634
2019-02-27,112.23,112.81,108.13,111.6,18154
2019-02-28,111.93,112.65,111.02,112.54,95950
2019-03-01,112.53,115.32,111.57,112.76,21550
2019-03-04,112.51,114.15,112.04,113.14,44677
2019-03-05,114.75,115.53,114.23,114.87,96289
2019-03-06,114.25,115.89,112.2,114.43,18152
2019-03-07,115.77,117.26,114.94,115.32,27402
2019-03-08,116.1,116.44,114.49,115.34,79926
2019-03-11,116.15,116.32,113.88,115.35,19283
2019-03-12,116.56,117.61,115.34,116.89,5878
2019-03-13,118.0,118.29,117.42,118.12,187776
2019-03-14,118.35,121.25,117.48,119.35,13769
2019-03-15,120.68,122.01,120.51,121.17,25816
2019-03-18,122.05,123.44,119.52,121.46,69982
2019-03-19,123.54,123.68,121.65,122.55,11986
2019-03-20,121.67,123.42,121.66,122.43,8039
2019-03-21,122.72,123.56,122.42,123.08,28388
2019-03-22,123.16,123.69,123.07,123.18,3666
2019-03-25,123.72,124.31,122.92,123.55,16516
2019-03-26,124.04,126.1,121.43,124.54,28142
2019-03-27,124.04,124.2,121.25,123.78,16815
2019-03-28,126.31,127.32,126.11,126.61,4705
2019-03-29,125.6,129.29,125.1,125.61,108464
2019-04-01,124.7,127.26,124.29,124.36,24429
2019-04-02,126.02,127.4,125.09,126.02,92148
2019-04-03,126.95,127.71,126.72,127.23,16982
2019-04-04,128.17,128.26,126.12,128.24,9136
2019-04-05,129.2,130.77,126.26,129.26,28830
2019-04-08,129.22,131.66,127.63,129.46,17751
2019-04-09,128.38,130.99,127.06,128.55,6783
2019-04-10,129.88,130.08,128.28,128.85,95777
2019-04-11,128.57,129.89,126.56,128.21,11822
2019-04-12,129.44,129.86,129.42,129.63,3497
2019-04-15,130.09,131.83,128.04,129.64,83130
2019-04-16,128.58,129.32,126.96,128.79,13302
2019-04-17,129.32,129.49,127.63,128.57,11994
2019-04-18,129.49,130.08,128.55,129.25,3769
2019-04-19,128.65,129.0,127.73,128.72,125610
2019-04-22,128.15,128.26,124.8,127.86,6066
2019-04-23,127.3,128.41,124.52,128.31,23352
2019-04-24,128.02,128.82,127.15,128.75,54864
2019-04-25,127.49,129.62,125.42,128.26,33581
2019-04-26,127.9,128.82,127.32,127.81,20750
2019-04-29,129.33,130.99,127.58,128.22,4017
2019-04-30,127.96,129.21,124.41,126.55,9801
2019-05-01,125.36,128.0,124.75,124.96,26576
2019-05-02,124.5,125.94,123.18,124.19,10024
2019-05-03,122.9,125.74,121.89,124.02,26993
2019-05-06,124.13,124.85,122.8,124.47,43553
2019-05-07,125.82,129.61,123.21,126.32,57670
2019-05-08,127.03,127.89,127.01,127.43,6462
2019-05-09,127.18,127.37,125.76,127.29,198123
2019-05-10,127.02,128.61,126.78,127.32,47452
2019-05-13,124.89,126.79,123.98,126.14,21988
2019-05-14,126.62,128.56,125.71,126.15,65482
2019-05-15,125.15,126.66,124.72,125.82,234546
2019-05-16,126.38,127.55,125.89,126.23,5225
2019-05-17,126.53,128.55,123.71,125.23,17583
2019-05-20,125.28,126.27,123.88,125.86,2041
2019-05-21,126.11,128.0,125.22,127.73,26706
2019-05-22,127.4,128.21,127.37,127.58,31741
2019-05-23,128.75,129.44,127.87,128.05,21180
2019-05-24,130.14,130.81,128.33,128.88,11446
2019-05-27,127.56,130.83,127.17,128.35,2836
2019-05-28,128.9,129.95,127.23,128.58,32001
2019-05-29,128.25,128.61,127.82,128.55,94413
2019-05-30,128.54,128.85,126.82,128.61,12197
2019-05-31,129.28,129.74,126.64,127.59,34202
2019-06-03,126.59,129.06,126.33,127.55,4591
2019-06-04,128.26,129.07,128.06,128.1,34794
2019-06-05,130.14,130.2,127.75,129.84,14862
2019-06-06,131.68,131.75,130.94,130.97,10276
2019-06-07,133.73,134.4,133.27,133.66,10297
2019-06-10,132.77,134.6,131.01,132.57,14859
2019-06-11,133.35,134.04,133.06,133.61,32287
2019-06-12,133.93,134.01,132.93,133.75,5930
2019-06-13,136.31,137.22,134.19,136.54,14807
2019-06-14,135.78,136.51,135.09,135.36,21131
2019-06-17,133.88,135.77,133.75,134.13,7339
2019-06-18,133.47,134.64,133.16,133.22,132808
2019-06-19,130.32,132.57,128.97,130.34,9381
2019-06-20,130.27,132.55,129.11,129.54,11277
2019-06-21,128.42,129.01,126.52,128.45,8280
2019-06-24,127.37,129.12,126.11,128.51,133049
2019-06-25,129.62,130.65,128.63,128.81,38288
2019-06-26,130.51,131.66,130.4,131.1,8633
2019-06-27,131.78,133.9,130.37,132.21,66584
2019-06-28,130.93,134.23,129.68,131.32,26921
2019-07-01,130.9,131.56,126.99,130.01,28488
2019-07-02,129.13,133.77,129.1,130.52,15607
2019-07-03,130.69,131.95,128.02,128.67,10410
2019-07-04,131.61,133.76,130.81,130.92,30876
2019-07-05,132.49,133.26,131.4,132.34,12770
2019-07-08,131.55,133.13,129.16,131.59,135503
2019-07-09,129.39,129.65,128.3,129.21,6190
2019-07-10,131.19,133.9,129.03,130.85,102350
2019-07-11,130.99,133.39,128.34,130.57,19706
2019-07-12,132.46,133.85,131.94,132.09,29705
2019-07-15,129.91,131.85,129.4,129.85,50673
2019-07-16,128.81,131.34,127.67,128.94,11728
2019-07-17,128.73,128.96,127.29,128.83,52273
2019-07-18,128.65,130.38,127.67,128.78,1469
2019-07-19,128.81,131.51,127.99,128.08,10721
2019-07-22,129.17,131.23,127.47,128.79,8742
2019-07-23,125.42,128.15,124.79,127.29,6288
2019-07-24,127.43,128.46,126.69,127.01,17766
2019-07-25,127.19,127.26,126.97,127.07,32394
2019-07-26,127.65,127.86,127.14,127.66,44473
2019-07-29,128.26,128.94,128.0,128.51,28025
2019-07-30,127.67,129.53,125.65,126.96,11319
2019-07-31,125.49,126.6,124.84,124.9,31857
2019-08-01,125.99,127.84,124.64,126.48,24941
2019-08-02,127.12,128.87,126.76,126.86,56165
2019-08-05,125.22,126.22,124.62,125.83,47903
2019-08-06,126.94,128.7,123.71,127.82,22708
2019-08-07,127.53,129.81,127.48,127.93,8979
2019-08-08,130.03,131.47,127.65,129.47,11464
2019-08-09,130.16,130.2,129.37,129.54,12710
2019-08-12,132.65,133.35,131.62,132.31,16070
2019-08-13,135.22,137.34,132.48,134.73,28797
2019-08-14,134.74,135.2,133.6,134.39,45034
2019-08-15,135.32,139.17,133.18,135.76,20928
2019-08-16,136.98,139.5,135.56,136.68,22384
2019-08-19,139.21,139.26,136.75,138.66,25420
2019-08-20,137.84,138.72,136.72,137.32,13148
2019-08-21,139.16,139.33,137.98,138.34,8730
2019-08-22,140.42,140.57,139.82,139.92,3806
2019-08-23,137.69,139.48,136.5,137.45,10991
2019-08-26,136.57,136.88,134.91,135.84,35353
2019-08-27,133.05,134.08,132.69,133.07,10906
2019-08-28,132.19,135.69,132.18,132.78,17364
2019-08-29,133.75,135.46,133.55,133.86,35116
2019-08-30,135.55,137.36,135.42,136.06,37074
2019-09-02,135.81,136.34,135.22,136.27,7483
2019-09-03,138.6,139.02,137.43,138.7,59698
2019-09-04,136.31,138.32,135.77,136.85,68005
2019-09-05,134.38,134.89,133.77,134.59,7116
2019-09-06,133.38,135.87,131.26,134.65,9664
2019-09-09,135.47,135.88,135.26,135.33,72481
2019-09-10,135.43,137.21,134.78,135.43,19018
2019-09-11,132.19,133.16,131.22,132.73,2392
2019-09-12,133.21,133.47,131.85,132.77,5433
2019-09-13,131.77,133.45,130.3,131.16,17165
2019-09-16,131.19,132.63,130.43,132.25,6884
2019-09-17,132.43,134.05,131.72,132.94,14567
2019-09-18,131.34,132.69,129.99,131.85,22751
2019-09-19,130.73,132.42,130.2,131.35,95059
2019-09-20,130.67,132.06,128.95,130.13,16474
2019-09-23,130.12,133.02,129.96,130.25,64378
2019-09-24,131.58,133.5,131.41,131.75,91927
2019-09-25,129.33,133.15,129.06,130.64,92439
2019-09-26,131.96,133.57,130.56,131.54,29282
2019-09-27,130.25,131.15,129.82,131.06,3092
2019-09-30,130.28,131.96,127.28,130.24,34920
2019-10-01,130.51,131.42,129.22,130.33,62843
2019-10-02,130.08,131.27,128.53,129.2,20311
2019-10-03,127.88,130.32,127.2,128.72,126068
2019-10-04,125.49,127.91,124.4,127.41,52043
2019-10-07,130.35,131.74,130.22,130.23,38881
2019-10-08,131.71,132.5,130.35,130.53,65276
2019-10-09,130.67,133.68,126.08,129.87,30741
2019-10-10,130.55,132.48,130.17,130.41,1821
2019-10-11,130.2,132.16,128.73,130.52,13371
2019-10-14,131.02,132.52,130.13,130.49,72923
2019-10-15,130.93,132.85,128.21,131.57,9822
2019-10-16,133.16,134.5,132.72,132.84,17615
2019-10-17,132.73,133.18,132.38,132.4,7747
2019-10-18,132.61,132.91,130.86,131.91,131127
2019-10-21,133.63,134.73,130.53,131.81,118360
2019-10-22,129.33,130.26,128.43,129.08,9100
2019-10-23,127.09,130.02,126.89,127.41,25522
2019-10-24,129.4,129.42,128.41,129.42,11153
2019-10-25,130.64,132.84,129.17,131.81,40739
2019-10-28,131.29,132.79,130.89,131.75,36668
2019-10-29,132.49,133.8,130.8,132.76,49597
2019-10-30,133.08,134.87,132.53,133.43,30696
2019-10-31,137.91,139.78,136.44,137.81,414739
2019-11-01,139.03,140.18,138.26,139.6,7879
2019-11-04,140.46,140.51,137.16,139.68,3981
2019-11-05,138.62,138.77,136.82,138.62,14867
2019-11-06,136.68,136.93,134.15,136.69,4591
2019-11-07,136.98,137.74,136.8,137.2,4951
2019-11-08,136.54,137.48,136.41,136.43,8092
2019-11-11,135.33,136.32,134.48,134.77,8758
2019-11-12,133.56,135.46,132.96,134.14,8479
2019-11-13,132.51,133.33,132.25,132.95,36983
2019-11-14,135.16,136.99,134.67,135.37,13277
2019-11-15,135.83,137.97,134.42,136.75,18406
2019-11-18,136.39,138.83,133.72,136.95,53864
2019-11-19,138.8,139.62,138.29,139.13,10236
2019-11-20,140.04,142.81,139.13,139.43,16906
2019-11-21,138.64,138.71,137.19,138.46,31753
2019-11-22,140.84,143.51,138.26,140.7,3160
2019-11-25,142.21,143.56,140.71,141.61,2028
2019-11-26,140.26,141.53,140.21,140.36,31135
2019-11-27,140.53,141.61,139.48,140.26,36026
2019-11-28,139.16,141.38,138.34,139.23,173549
2019-11-29,137.7,138.57,134.98,137.52,25799
2019-12-02,138.5,139.73,137.9,138.9,49998
2019-12-03,139.88,142.51,138.44,141.61,18115
2019-12-04,139.74,140.16,139.27,139.83,29650
2019-12-05,141.71,142.77,139.52,140.71,116687
2019-12-06,140.59,141.18,138.64,139.94,2633
2019-12-09,140.05,140.43,138.92,139.38,33310
2019-12-10,139.53,140.0,137.96,138.67,186388
2019-12-11,137.66,138.17,137.39,137.6,29203
2019-12-12,137.88,138.05,136.68,137.74,114757
2019-12-13,136.29,137.34,133.04,136.71,11740
2019-12-16,136.9,137.8,135.77,137.12,21331
2019-12-17,137.52,137.77,135.51,137.1,22777
2019-12-18,137.65,139.02,136.14,136.83,2398
2019-12-19,135.58,135.72,134.18,135.67,6848
2019-12-20,134.64,136.03,134.55,134.94,7354
2019-12-23,135.94,137.45,135.79,135.94,50114
2019-12-24,137.02,137.38,135.14,136.61,52688
2019-12-25,134.35,135.62,134.12,135.33,30455
2019-12-26,133.89,136.51,133.36,135.45,50216
2019-12-27,136.04,137.01,135.55,136.42,18691
2019-12-30,133.39,134.76,132.72,134.21,73271
2019-12-31,134.55,135.63,134.16,134.89,22220
2020-01-01,133.89,134.59,133.21,133.99,23338
2020-01-02,134.38,135.8,133.69,134.69,16888
2020-01-03,134.62,134.82,132.05,133.65,43671
2020-01-06,131.48,131.96,128.93,131.27,14455
2020-01-07,129.34,129.35,129.13,129.15,58479
2020-01-08,129.54,132.24,128.85,129.14,7100
2020-01-09,128.65,129.6,127.46,129.39,7339
2020-01-10,128.84,131.69,124.41,128.17,43801
2020-01-13,128.84,129.35,127.46,128.89,20160
2020-01-14,127.14,128.07,126.18,126.72,13990
2020-01-15,125.86,127.01,125.34,126.54,53640
2020-01-16,123.98,125.34,123.24,124.95,12000
2020-01-17,124.55,126.03,122.85,124.04,18030
2020-01-20,124.22,125.79,121.75,123.99,89252
2020-01-21,122.28,123.73,121.66,122.83,102656
